,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price,order_date,ship_date, different Month,Year,Day,Hours,Minutes,vlookup,hlookup
267,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",05-08-2017,13-11-2016,8,0,265,6360,381600,,Windows 11 Home
268,HP,Notebook,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹68,373",06-08-2017,11-11-2017,8,#NUM!,-97,-2328,-139680,,Windows 11 Home
269,Lenovo,15IGL05,Celeron Dual Core,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹26,990",07-08-2017,13-11-2016,8,0,267,6408,384480,,Windows 11 Home
270,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",08-08-2017,11-11-2017,8,#NUM!,-95,-2280,-136800,,Windows 11 Home
271,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",09-08-2017,13-11-2016,8,0,269,6456,387360,,Windows 11 Home
272,ASUS,M6500QF-HN521W,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹50,990",10-08-2017,11-11-2017,8,#NUM!,-93,-2232,-133920,,Windows 11 Home
273,ASUS,K3605ZC-MBN541WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹69,990",11-08-2017,13-11-2016,8,0,271,6504,390240,,Windows 11 Home
274,HP,15-fb1016AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹64,400",12-08-2017,11-11-2017,8,#NUM!,-91,-2184,-131040,,Windows 11 Home
275,WINGS,WL-Nuvobook S1-SLV,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹24,990",13-08-2017,13-11-2016,9,0,273,6552,393120,,Windows 11 Home
276,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",14-08-2017,11-11-2017,9,#NUM!,-89,-2136,-128160,,Windows 11 Home
277,Lenovo,15AMN7,Ryzen 3 Quad Core,Windows 11 Home,NA,8 GB,39.62 cm (15.6 inch),No,"₹33,990",15-08-2017,13-11-2016,9,0,275,6600,396000,,Windows 11 Home
278,HP,15s-fy5007TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹53,990",16-08-2017,11-11-2017,9,#NUM!,-87,-2088,-125280,,Windows 11 Home
279,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",17-08-2017,13-11-2016,9,0,277,6648,398880,,Chrome
280,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",18-08-2017,11-11-2017,9,#NUM!,-85,-2040,-122400,,Windows 11 Home
281,DELL,Inspiron 3530,Core i5,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 Inch),No,"₹64,990",19-08-2017,13-11-2016,9,0,279,6696,401760,,#N/A
282,ASUS,Chromebook,Celeron Dual Core,Chrome,64 GB,4 GB,35.56 cm (14 inch),Yes,"₹23,999",20-08-2017,11-11-2017,9,#NUM!,-83,-1992,-119520,,#N/A
283,Acer,A315-59,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹31,890",21-08-2017,13-11-2016,9,0,281,6744,404640,,Windows 11 Home
284,Acer,ANV15-51,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹62,990",22-08-2017,11-11-2017,9,#NUM!,-81,-1944,-116640,,Windows 11 Home
285,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",23-08-2017,13-11-2016,9,0,283,6792,407520,,Windows 11 Home
286,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",24-08-2017,11-11-2017,9,#NUM!,-79,-1896,-113760,,Windows 11 Home
287,MSI,Thin GF63 12VE-070IN,Core i7,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹79,990",25-08-2017,13-11-2016,9,0,285,6840,410400,,Windows 11 Home
288,HP,15-fb0150AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹54,999",26-08-2017,11-11-2017,9,#NUM!,-77,-1848,-110880,,Windows 11 Home
289,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",27-08-2017,13-11-2016,9,0,287,6888,413280,,Windows 11 Home
290,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",28-08-2017,11-11-2017,9,#NUM!,-75,-1800,-108000,,Windows 11 Home
291,HP,14-dv1000TU,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹57,680",29-08-2017,13-11-2016,9,0,289,6936,416160,,Windows 11 Home
292,DELL,Inspiron,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹70,199",30-08-2017,11-11-2017,9,#NUM!,-73,-1752,-105120,,Windows 11 Home
293,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,96.52 cm (38 cm),No,"₹93,003",31-08-2017,13-11-2016,9,0,291,6984,419040,,Windows 11 Home
294,Lenovo,15ACH6H,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹98,990",01-09-2017,11-11-2017,9,#NUM!,-71,-1704,-102240,,Windows 11 Home
295,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",02-09-2017,13-11-2016,9,0,293,7032,421920,,Windows 11 Home
296,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",03-09-2017,11-11-2017,9,#NUM!,-69,-1656,-99360,,Windows 11 Home
297,Infinix,ZL513,Core i7,Windows 11 Home,1 TB,32 GB,39.62 cm (15.6 inch),No,"₹57,990",04-09-2017,13-11-2016,9,0,295,7080,424800,,Windows 11 Home
298,DELL,G15-5520,Core i7,Windows 11 Home,512 GB,16 GB,96.52 cm (38 cm),No,"₹1,47,689",05-09-2017,11-11-2017,9,#NUM!,-67,-1608,-96480,,Mac OS Monterey
299,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",06-09-2017,13-11-2016,9,0,297,7128,427680,,Windows 11 Home
300,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",07-09-2017,11-11-2017,9,#NUM!,-65,-1560,-93600,,#N/A
301,Apple,MacBook Pro,M2,Mac OS Monterey,512 GB,8 GB,33.78 cm (13.3 Inch),No,"₹1,36,990",08-09-2017,13-11-2016,9,0,299,7176,430560,,#N/A
302,HP,15s,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹39,550",09-09-2017,11-11-2017,9,#NUM!,-63,-1512,-90720,,Windows 11 Home
303,MSI,Katana 15 B12VFK-299IN,Core i7,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,"₹1,03,990",10-09-2017,13-11-2016,9,0,301,7224,433440,,Windows 11 Home
304,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",11-09-2017,11-11-2017,9,#NUM!,-61,-1464,-87840,,Windows 11 Home
305,HP,15s FR2508TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,500",12-09-2017,13-11-2016,9,0,303,7272,436320,,Windows 11 Home
306,Acer,Aspire 5,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",13-09-2017,11-11-2017,10,#NUM!,-59,-1416,-84960,,Windows 11 Home
307,ASUS,TUF Gaming F15,Core i7,Windows 11 Home,1 TB,16 GB,39.62 cm (15.6 inch),Yes,"₹74,990",14-09-2017,13-11-2016,10,0,305,7320,439200,,Windows 11 Home
308,ASUS,FX707ZC4-HX048WS,Core i5,Windows 11 Home,3 TB,8 GB,43.94 cm (17.3 inch),No,"₹85,990",15-09-2017,11-11-2017,10,#NUM!,-57,-1368,-82080,,Windows 11 Home
309,HP,15s- eq2223AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹43,500",16-09-2017,13-11-2016,10,0,307,7368,442080,,Windows 11 Home
310,MSI,Katana 17 B13VEK-254IN,Core i7,Windows 11 Home,4 TB,16 GB,43.94 cm (17.3 Inch),No,"₹1,10,990",17-09-2017,11-11-2017,10,#NUM!,-55,-1320,-79200,,Windows 11 Home
311,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",18-09-2017,13-11-2016,10,0,309,7416,444960,,Windows 11 Home
312,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",19-09-2017,11-11-2017,10,#NUM!,-53,-1272,-76320,,Windows 11 Home
313,Lenovo,15IRH8,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹1,07,990",20-09-2017,13-11-2016,10,0,311,7464,447840,,Windows 11 Home
314,HP,15-fd0019TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹47,119",21-09-2017,11-11-2017,10,#NUM!,-51,-1224,-73440,,Windows 11 Home
315,CHUWI,CoreBook X,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹32,990",22-09-2017,13-11-2016,10,0,313,7512,450720,,Windows 10
316,CHUWI,CoreBook X,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹24,990",23-09-2017,11-11-2017,10,#NUM!,-49,-1176,-70560,,Windows 11 Home
317,ASUS,FX507ZC4-HN116W,Core i5,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹85,990",24-09-2017,13-11-2016,10,0,315,7560,453600,,#N/A
318,DELL,Inspiron 3505,Ryzen 3 Dual Core,Windows 10,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹35,855",25-09-2017,11-11-2017,10,#NUM!,-47,-1128,-67680,,#N/A
319,ASUS,K3605ZC-MBN542WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹69,990",26-09-2017,13-11-2016,10,0,317,7608,456480,,Windows 11 Home
320,HP,15-eg2017TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹52,250",27-09-2017,11-11-2017,10,#NUM!,-45,-1080,-64800,,Windows 11 Home
321,CHUWI,FreeBook,Core i3,Windows 11 Home,512 GB,12 GB,34.29 cm (13.5 inch),Yes,"₹33,990",28-09-2017,13-11-2016,10,0,319,7656,459360,,Windows 11 Home
322,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",29-09-2017,11-11-2017,10,#NUM!,-43,-1032,-61920,,Windows 11 Home
323,MSI,Thin GF63 12VE-664IN,Core i7,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹90,990",30-09-2017,13-11-2016,10,0,321,7704,462240,,Windows 11 Home
324,ASUS,X515JA-BQ322WS,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹33,990",01-10-2017,11-11-2017,10,#NUM!,-41,-984,-59040,,Windows 11 Home
325,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",02-10-2017,13-11-2016,10,0,323,7752,465120,,Windows 11 Home
326,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",03-10-2017,11-11-2017,10,#NUM!,-39,-936,-56160,,Windows 11 Home
327,ASUS,Vivobook 15 X1504ZA,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹47,990",04-10-2017,13-11-2016,10,0,325,7800,468000,,Windows 11 Home
328,HP,15s FR2508TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹38,500",05-10-2017,11-11-2017,10,#NUM!,-37,-888,-53280,,Windows 11 Home
329,Infinix,Inbook,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹34,990",06-10-2017,13-11-2016,10,0,327,7848,470880,,Windows 11 Home
330,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹42,000",07-10-2017,11-11-2017,10,#NUM!,-35,-840,-50400,,Windows 11 Home
331,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",08-10-2017,13-11-2016,10,0,329,7896,473760,,Windows 11 Home
332,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",09-10-2017,11-11-2017,10,#NUM!,-33,-792,-47520,,Windows 11 Home
333,HP,XD0007ax,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.89 cm (16.1 Inch),No,"₹1,10,990",10-10-2017,13-11-2016,10,0,331,7944,476640,,Windows 11 Home
334,HP,16-wd0880TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,"₹94,990",11-10-2017,11-11-2017,10,#NUM!,-31,-744,-44640,,Windows 11 Home
335,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",12-10-2017,13-11-2016,10,0,333,7992,479520,,Chrome
336,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",13-10-2017,11-11-2017,11,#NUM!,-29,-696,-41760,,Windows 11 Home
337,Infinix,XL25,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹29,990",14-10-2017,13-11-2016,11,0,335,8040,482400,,#N/A
338,ASUS,CM3000DVA-HT0038,MediaTek Kompanio 500,Chrome,128 GB,4 GB,26.67 cm (10.5 inch),Yes,"₹22,990",15-10-2017,11-11-2017,11,#NUM!,-27,-648,-38880,,#N/A
339,MSI,Titan GT77HX 13VH-093IN,Core i9,Windows 11 Home,6 TB,64 GB,43.94 cm (17.3 Inch),No,"₹4,89,990",16-10-2017,13-11-2016,11,0,337,8088,485280,,Windows 11 Home
340,ASUS,X1502ZA-EJ331WS,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹45,990",17-10-2017,11-11-2017,11,#NUM!,-25,-600,-36000,,Windows 11 Home
341,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",18-10-2017,13-11-2016,11,0,339,8136,488160,,Windows 11 Home
342,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",19-10-2017,11-11-2017,11,#NUM!,-23,-552,-33120,,Windows 11 Home
343,ASUS,K513EA-L312WS,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹45,500",20-10-2017,13-11-2016,11,0,341,8184,491040,,Windows 11 Home
344,ASUS,X515EA-EJ522WS,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹45,116",21-10-2017,11-11-2017,11,#NUM!,-21,-504,-30240,,Windows 11 Home
345,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",22-10-2017,13-11-2016,11,0,343,8232,493920,,DOS
346,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",23-10-2017,11-11-2017,11,#NUM!,-19,-456,-27360,,Windows 11 Home
347,Lenovo,15IAU7,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹32,490",24-10-2017,13-11-2016,11,0,345,8280,496800,,#N/A
348,Lenovo,V15 G4,Ryzen 3 Quad Core,DOS,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹27,990",25-10-2017,11-11-2017,11,#NUM!,-17,-408,-24480,,#N/A
349,SAMSUNG,Galaxy Book3 Pro 360,Core i7,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),Yes,"₹1,53,990",26-10-2017,13-11-2016,11,0,347,8328,499680,,Windows 11 Home
350,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹38,990",27-10-2017,11-11-2017,11,#NUM!,-15,-360,-21600,,Windows 11 Home
351,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",28-10-2017,13-11-2016,11,0,349,8376,502560,,Windows 11 Home
352,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",29-10-2017,11-11-2017,11,#NUM!,-13,-312,-18720,,Windows 11 Home
353,Acer,A515-56,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹48,990",30-10-2017,13-11-2016,11,0,351,8424,505440,,Windows 11 Home
354,Acer,Aspire Lite,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹39,349",31-10-2017,11-11-2017,11,#NUM!,-11,-264,-15840,,Chrome
355,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",01-11-2017,13-11-2016,11,0,353,8472,508320,,Windows 11 Home
356,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",02-11-2017,11-11-2017,11,#NUM!,-9,-216,-12960,,#N/A
357,Lenovo,14M868,MediaTek Kompanio 520,Chrome,128 GB,8 GB,35.56 cm (14 inch),No,"₹20,990",03-11-2017,13-11-2016,11,0,355,8520,511200,,#N/A
358,HP,Pavilion x360 2-in-1,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹89,990",04-11-2017,11-11-2017,11,#NUM!,-7,-168,-10080,,Windows 11 Home
359,HP,14-dv2053TU,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹60,990",05-11-2017,13-11-2016,11,0,357,8568,514080,,Windows 11 Home
360,Lenovo,V15 G2 ALC,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹33,999",06-11-2017,11-11-2017,11,#NUM!,-5,-120,-7200,,Windows 11 Home
361,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",07-11-2017,13-11-2016,11,0,359,8616,516960,,Windows 11 Home
362,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",08-11-2017,11-11-2017,11,#NUM!,-3,-72,-4320,,Windows 11 Home
363,ASUS,E1404FA-NK322WS,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹34,490",09-11-2017,13-11-2016,11,0,361,8664,519840,,Windows 11 Home
364,Infinix,Inbook,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹48,990",10-11-2017,11-11-2017,11,#NUM!,-1,-24,-1440,,Windows 10
365,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",11-11-2017,13-11-2016,11,0,363,8712,522720,,Windows 10 Home
366,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",12-11-2017,11-11-2017,11,0,1,24,1440,,#N/A
367,DELL,Inspiron 3505,Ryzen 3 Dual Core,Windows 10,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹35,855",13-11-2017,13-11-2016,12,1,365,8760,525600,,#N/A
368,HP,14s,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹53,200",14-11-2017,11-11-2017,12,0,3,72,4320,,#N/A
369,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹50,990",15-11-2017,13-11-2016,12,1,367,8808,528480,,Windows 11 Home
370,HP,15s-fq2717TU,Core i3,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,"₹37,490",16-11-2017,11-11-2017,12,0,5,120,7200,,Windows 11 Home
371,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",17-11-2017,13-11-2016,12,1,369,8856,531360,,Windows 11 Home
372,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",18-11-2017,11-11-2017,12,0,7,168,10080,,Windows 11 Home
373,Acer,Swift Go 14,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹54,990",19-11-2017,13-11-2016,12,1,371,8904,534240,,Windows 11 Home
374,HP,15s-fq5112TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹57,990",20-11-2017,11-11-2017,12,0,9,216,12960,,Windows 11 Home
375,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",21-11-2017,13-11-2016,12,1,373,8952,537120,,Windows 11 Home
376,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",22-11-2017,11-11-2017,12,0,11,264,15840,,Windows 11 Home
377,ASUS,X515EA-EZ311WS,Core i3,Windows 11 Home,NA,8 GB,39.62 cm (15.6 Inch),Yes,"₹38,990",23-11-2017,13-11-2016,12,1,375,9000,540000,,Windows 11 Home
378,MSI,Katana 15 B12UDXK-1006IN,Core i5,Windows 11 Home,4 TB,8 GB,39.62 cm (15.6 Inch),No,"₹72,990",24-11-2017,11-11-2017,12,0,13,312,18720,,Windows 11 Home
379,HP,XD0007ax,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.89 cm (16.1 Inch),No,"₹1,10,990",25-11-2017,13-11-2016,12,1,377,9048,542880,,Windows 11 Home
380,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",26-11-2017,11-11-2017,12,0,15,360,21600,,Windows 11 Home
381,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",27-11-2017,13-11-2016,12,1,379,9096,545760,,Windows 11 Home
382,Lenovo,14ITL6,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹34,990",28-11-2017,11-11-2017,12,0,17,408,24480,,Windows 11 Home
383,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,96.52 cm (38 cm),No,"₹93,003",29-11-2017,13-11-2016,12,1,381,9144,548640,,Windows 11 Home
384,CHUWI,CoreBook X,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹32,990",30-11-2017,11-11-2017,12,0,19,456,27360,,Windows 11 Home
385,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",01-12-2017,13-11-2016,12,1,383,9192,551520,,Windows 11 Home
386,HP,Pavilion,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹65,499",02-12-2017,11-11-2017,12,0,21,504,30240,,Windows 11 Home
387,DELL,Inspiron 5430,Core i5,Windows 11 Home,1 TB,8 GB,35.56 cm (14 inch),Yes,"₹67,890",03-12-2017,13-11-2016,12,1,385,9240,554400,,Windows 11 Home
388,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,886",04-12-2017,11-11-2017,12,0,23,552,33120,,Windows 11 Home
389,DELL,VOSTRO,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹54,490",05-12-2017,13-11-2016,12,1,387,9288,557280,,Windows 11 Home
390,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",06-12-2017,11-11-2017,12,0,25,600,36000,,Windows 11 Home
391,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",07-12-2017,13-11-2016,12,1,389,9336,560160,,Windows 11 Home
392,ASUS,X515JA-BQ322WS,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹33,990",08-12-2017,11-11-2017,12,0,27,648,38880,,Windows 11 Home
393,Acer,A515-56,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹48,990",09-12-2017,13-11-2016,12,1,391,9384,563040,,Windows 11 Home
394,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",10-12-2017,11-11-2017,12,0,29,696,41760,,Windows 11 Home
395,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",11-12-2017,13-11-2016,12,1,393,9432,565920,,Windows 11 Home
396,HP,Pavilion x360 2-in-1,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹89,990",12-12-2017,11-11-2017,12,0,31,744,44640,,Windows 10 Home
397,DELL,Inspiron 3511,Core i3,Windows 11 Home,1 TB,8 GB,96.52 cm (38 cm),No,"₹38,499",13-12-2017,13-11-2016,13,1,395,9480,568800,,Windows 11 Home
398,ASUS,RC71L-NH001W,Ryzen Z1 Octa Core,Windows 11 Home,512 GB,16 GB,17.78 cm (7 Inch),Yes,"₹59,990",14-12-2017,11-11-2017,13,0,33,792,47520,,#N/A
399,Acer,Nitro,Ryzen 5 Hexa Core,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹62,990",15-12-2017,13-11-2016,13,1,397,9528,571680,,#N/A
400,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",16-12-2017,11-11-2017,13,0,35,840,50400,,Chrome
401,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",17-12-2017,13-11-2016,13,1,399,9576,574560,,Windows 11 Home
402,HP,15s-du3517TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹49,749",18-12-2017,11-11-2017,13,0,37,888,53280,,#N/A
